"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"05/01/2015","6.575","6.550","6.600","6.300","6,03M","0,00%"
"02/01/2015","6.575","6.550","6.688","6.550","4,69M","0,38%"
"30/12/2014","6.550","6.262","6.700","6.238","5,24M","4,80%"
"29/12/2014","6.250","6.200","6.275","6.200","1,15M","0,81%"
"24/12/2014","6.200","6.150","6.250","6.150","1,79M","1,01%"
"23/12/2014","6.138","6.188","6.200","6.112","1,82M","0,00%"
"22/12/2014","6.138","6.162","6.250","6.138","4,40M","-0,39%"
"19/12/2014","6.162","6.075","6.300","6.075","7,04M","2,70%"
"18/12/2014","6.000","5.912","6.100","5.900","11,38M","1,90%"
"17/12/2014","5.888","5.850","5.912","5.788","3,63M","2,40%"
"16/12/2014","5.750","5.825","5.900","5.725","9,41M","-2,54%"
"15/12/2014","5.900","5.750","5.900","5.750","4,69M","0,85%"
"12/12/2014","5.850","5.825","5.900","5.738","2,36M","1,74%"
"11/12/2014","5.750","5.900","5.912","5.750","2,46M","-2,54%"
"10/12/2014","5.900","5.925","5.925","5.862","3,38M","-0,42%"
"09/12/2014","5.925","5.788","5.925","5.712","5,49M","2,16%"
"08/12/2014","5.800","5.925","5.938","5.775","6,29M","-1,28%"
"05/12/2014","5.875","5.750","5.912","5.750","8,86M","1,29%"
"04/12/2014","5.800","5.725","5.912","5.700","6,93M","1,75%"
"03/12/2014","5.700","5.725","5.725","5.675","1,48M","0,00%"
"02/12/2014","5.700","5.700","5.725","5.575","4,81M","0,00%"
"01/12/2014","5.700","5.625","5.700","5.612","5,62M","1,33%"
"28/11/2014","5.625","5.700","5.712","5.600","1,89M","-1,11%"
"27/11/2014","5.688","5.650","5.688","5.638","3,14M","-0,21%"
"26/11/2014","5.700","5.712","5.712","5.600","3,48M","-0,44%"
"25/11/2014","5.725","5.700","5.725","5.662","3,38M","0,65%"
"24/11/2014","5.688","5.588","5.688","5.575","3,36M","2,71%"
"21/11/2014","5.538","5.550","5.562","5.525","2,21M","-1,32%"
"20/11/2014","5.612","5.562","5.638","5.550","4,30M","0,66%"
"19/11/2014","5.575","5.525","5.588","5.500","3,87M","1,36%"
"18/11/2014","5.500","5.538","5.550","5.488","8,33M","-0,22%"
"17/11/2014","5.512","5.512","5.600","5.512","2,74M","0,00%"
"14/11/2014","5.512","5.625","5.638","5.500","2,04M","-2,01%"
"13/11/2014","5.625","5.588","5.638","5.525","1,80M","0,66%"
"12/11/2014","5.588","5.562","5.600","5.550","1,04M","0,00%"
"11/11/2014","5.588","5.525","5.588","5.512","2,82M","1,14%"
"10/11/2014","5.525","5.538","5.538","5.450","1,70M","0,45%"
"07/11/2014","5.500","5.400","5.538","5.400","3,95M","1,85%"
"06/11/2014","5.400","5.412","5.475","5.400","3,25M","-0,46%"
"05/11/2014","5.425","5.425","5.500","5.412","3,66M","-0,46%"
"04/11/2014","5.450","5.500","5.500","5.438","5,22M","-0,91%"
"03/11/2014","5.500","5.525","5.538","5.475","3,57M","-0,45%"
"31/10/2014","5.525","5.500","5.612","5.262","13,81M","0,45%"
"30/10/2014","5.500","5.500","5.550","5.488","3,94M","-0,45%"
"29/10/2014","5.525","5.500","5.550","5.475","5,27M","1,38%"
"28/10/2014","5.450","5.500","5.550","5.425","5,31M","-1,80%"
"27/10/2014","5.550","5.700","5.700","5.400","10,55M","-2,63%"
"24/10/2014","5.700","5.688","5.725","5.675","2,41M","0,21%"
"23/10/2014","5.688","5.650","5.712","5.600","5,30M","1,79%"
"22/10/2014","5.588","5.688","5.700","5.588","2,81M","-1,31%"
"21/10/2014","5.662","5.600","5.675","5.538","1,27M","2,95%"
"20/10/2014","5.500","5.725","5.750","5.500","4,00M","-3,51%"
"17/10/2014","5.700","5.662","5.788","5.600","16,64M","0,67%"
"16/10/2014","5.662","5.575","5.712","5.525","7,75M","-0,67%"
"15/10/2014","5.700","5.600","5.712","5.525","8,94M","3,41%"
"14/10/2014","5.512","5.500","5.562","5.500","4,71M","0,00%"
"13/10/2014","5.512","5.512","5.525","5.475","2,30M","-0,68%"
"10/10/2014","5.550","5.475","5.575","5.412","3,42M","0,22%"
"09/10/2014","5.538","5.362","5.538","5.362","3,28M","4,49%"
"08/10/2014","5.300","5.425","5.488","5.300","2,37M","-2,30%"
"07/10/2014","5.425","5.462","5.562","5.250","4,13M","-0,68%"
"06/10/2014","5.462","5.600","5.600","5.400","954,20K","-0,24%"
"03/10/2014","5.475","5.500","5.500","5.375","4,47M","1,86%"
"02/10/2014","5.375","5.538","5.588","5.350","5,09M","-4,02%"
"01/10/2014","5.600","5.675","5.675","5.550","1,21M","-1,32%"
"30/09/2014","5.675","5.575","5.700","5.538","3,07M","0,00%"
"29/09/2014","5.675","5.650","5.675","5.525","2,49M","0,44%"
"26/09/2014","5.650","5.425","5.650","5.425","9,51M","1,35%"
"25/09/2014","5.575","5.650","5.650","5.512","1,00M","1,36%"
"24/09/2014","5.500","5.412","5.638","5.412","3,42M","1,63%"
"23/09/2014","5.412","5.575","5.575","5.412","7,55M","-3,36%"
"22/09/2014","5.600","5.688","5.688","5.575","2,25M","-0,88%"
"19/09/2014","5.650","5.638","5.700","5.625","8,23M","0,68%"
"18/09/2014","5.612","5.650","5.650","5.525","2,28M","0,21%"
"17/09/2014","5.600","5.575","5.612","5.525","3,87M","2,04%"
"16/09/2014","5.488","5.650","5.650","5.488","7,34M","-2,44%"
"15/09/2014","5.625","5.638","5.638","5.512","3,51M","-0,23%"
"12/09/2014","5.638","5.362","5.700","5.362","13,53M","5,88%"
"11/09/2014","5.325","5.362","5.438","5.325","2,61M","-1,17%"
"10/09/2014","5.388","5.350","5.425","5.300","3,37M","-0,68%"
"09/09/2014","5.425","5.450","5.450","5.350","1,68M","-1,15%"
"08/09/2014","5.488","5.500","5.500","5.438","2,70M","0,70%"
"05/09/2014","5.450","5.450","5.475","5.438","1,49M","0,00%"
"04/09/2014","5.450","5.438","5.475","5.438","2,90M","-0,46%"
"03/09/2014","5.475","5.450","5.488","5.438","6,55M","0,46%"
"02/09/2014","5.450","5.388","5.450","5.388","8,87M","0,00%"
"01/09/2014","5.450","5.250","5.450","5.250","12,22M","3,81%"
"29/08/2014","5.250","5.275","5.300","5.250","6,83M","-0,47%"
"28/08/2014","5.275","5.288","5.300","5.250","10,52M","0,48%"
"27/08/2014","5.250","5.175","5.300","5.162","29,98M","2,18%"
"26/08/2014","5.138","5.100","5.150","5.100","4,90M","-0,23%"
"25/08/2014","5.150","5.050","5.162","5.050","6,05M","1,98%"
"22/08/2014","5.050","5.150","5.162","5.050","3,30M","-1,46%"
"21/08/2014","5.125","5.138","5.162","5.075","3,74M","-0,25%"
"20/08/2014","5.138","5.112","5.162","5.100","2,31M","0,51%"
"19/08/2014","5.112","5.225","5.225","5.088","5,27M","-2,16%"
"18/08/2014","5.225","5.262","5.262","5.125","3,11M","-0,25%"
"15/08/2014","5.238","5.275","5.275","5.200","503,00K","0,25%"
"14/08/2014","5.225","5.288","5.288","5.225","5,22M","-0,48%"
"13/08/2014","5.250","5.225","5.288","5.225","7,77M","1,20%"
"12/08/2014","5.188","5.250","5.262","5.188","3,76M","0,00%"
"11/08/2014","5.188","5.200","5.300","5.175","5,01M","0,25%"
"08/08/2014","5.175","5.238","5.238","5.175","3,52M","-1,20%"
"07/08/2014","5.238","5.250","5.262","5.175","2,68M","1,22%"
"06/08/2014","5.175","5.250","5.250","5.150","3,20M","-1,90%"
"05/08/2014","5.275","5.325","5.325","5.262","10,97M","-0,47%"
"04/08/2014","5.300","5.288","5.300","5.238","14,78M","1,44%"
"25/07/2014","5.225","5.288","5.288","5.150","2,43M","-0,25%"
"24/07/2014","5.238","5.288","5.288","5.212","1,60M","-0,46%"
"23/07/2014","5.262","5.275","5.275","5.250","5,42M","0,71%"
"22/07/2014","5.225","5.275","5.275","5.100","9,90M","-0,48%"
"21/07/2014","5.250","5.275","5.288","5.238","14,98M","0,23%"
"18/07/2014","5.238","5.200","5.275","5.200","2,34M","-0,23%"
"17/07/2014","5.250","5.250","5.262","5.200","15,31M","0,00%"
"16/07/2014","5.250","4.988","5.250","4.975","37,03M","5,25%"
"15/07/2014","4.988","5.000","5.050","4.975","6,35M","-0,48%"
"14/07/2014","5.012","5.038","5.075","5.000","2,18M","-0,52%"
"11/07/2014","5.038","5.100","5.100","5.000","4,95M","-2,65%"
"10/07/2014","5.175","5.150","5.188","5.125","17,98M","-49,39%"
"09/07/2014","10.225","10.250","10.250","10.175","1,76M","100,02%"
"08/07/2014","5.112","5.125","5.125","5.088","3,53M","0,00%"
"07/07/2014","5.112","5.050","5.125","5.050","5,94M","1,47%"
"04/07/2014","5.038","5.012","5.100","5.012","1,48M","-0,73%"
"03/07/2014","5.075","5.138","5.138","5.062","5,03M","-0,72%"
"02/07/2014","5.112","5.000","5.125","5.000","12,83M","1,47%"
"01/07/2014","5.038","5.000","5.038","4.975","898,60K","0,76%"
"30/06/2014","5.000","4.938","5.025","4.938","2,01M","1,01%"
"27/06/2014","4.950","4.988","5.000","4.938","3,34M","-1,00%"
"26/06/2014","5.000","4.988","5.012","4.975","1,70M","0,24%"
"25/06/2014","4.988","4.975","5.000","4.975","2,79M","-0,24%"
"24/06/2014","5.000","4.988","5.025","4.988","2,89M","0,24%"
"23/06/2014","4.988","5.000","5.050","4.988","2,09M","-1,23%"
"20/06/2014","5.050","5.050","5.062","4.988","2,74M","0,00%"
"19/06/2014","5.050","4.988","5.050","4.988","4,09M","1,00%"
"18/06/2014","5.000","4.975","5.012","4.975","3,19M","0,00%"
"17/06/2014","5.000","5.012","5.038","4.975","3,69M","0,00%"
"16/06/2014","5.000","5.100","5.112","5.000","4,84M","-2,19%"
"13/06/2014","5.112","5.062","5.138","5.062","1,81M","0,24%"
"12/06/2014","5.100","5.100","5.100","5.075","2,90M","0,00%"
"11/06/2014","5.100","5.075","5.100","5.062","4,38M","0,00%"
"10/06/2014","5.100","5.012","5.100","5.012","2,75M","1,76%"
"09/06/2014","5.012","5.025","5.050","4.988","2,33M","-0,75%"
"06/06/2014","5.050","5.038","5.062","5.012","5,98M","0,00%"
"05/06/2014","5.050","5.050","5.088","5.025","2,98M","-0,98%"
"04/06/2014","5.100","5.038","5.112","5.038","3,76M","1,23%"
"03/06/2014","5.038","5.100","5.100","5.012","13,58M","0,00%"
"02/06/2014","5.038","5.050","5.088","5.000","2,75M","-1,22%"
"30/05/2014","5.100","5.138","5.162","5.075","6,15M","-0,74%"
"28/05/2014","5.138","5.088","5.162","5.088","4,95M","0,98%"
"26/05/2014","5.088","5.075","5.088","5.038","759,80K","-0,24%"
"23/05/2014","5.100","5.000","5.100","4.988","5,08M","2,25%"
"22/05/2014","4.988","5.050","5.050","4.988","4,61M","-0,74%"
"21/05/2014","5.025","5.000","5.038","4.988","4,76M","0,74%"
"20/05/2014","4.988","5.075","5.088","4.988","11,35M","-2,43%"
"19/05/2014","5.112","5.175","5.200","5.050","10,62M","-0,97%"
"16/05/2014","5.162","5.150","5.188","5.125","7,31M","0,23%"
"14/05/2014","5.150","5.012","5.162","5.012","11,91M","3,00%"
"13/05/2014","5.000","5.000","5.012","4.975","2,74M","0,50%"
"12/05/2014","4.975","5.000","5.000","4.962","7,11M","-0,26%"
"09/05/2014","4.988","4.975","5.000","4.975","2,80M","0,00%"
"08/05/2014","4.988","4.988","5.000","4.975","5,16M","-0,24%"
"07/05/2014","5.000","4.988","5.000","4.962","6,73M","0,24%"
"06/05/2014","4.988","4.975","5.000","4.975","6,27M","0,00%"
"05/05/2014","4.988","4.962","5.000","4.962","2,65M","0,00%"
"02/05/2014","4.988","5.000","5.000","4.975","1,63M","-0,24%"
"30/04/2014","5.000","5.050","5.050","4.975","4,73M","0,00%"
"29/04/2014","5.000","4.975","5.025","4.975","8,51M","0,00%"
"28/04/2014","5.000","5.000","5.012","4.962","13,41M","0,24%"
"25/04/2014","4.988","5.000","5.000","4.988","8,40M","-0,24%"
"24/04/2014","5.000","5.000","5.012","4.988","5,39M","0,00%"
"23/04/2014","5.000","5.000","5.025","4.988","6,64M","0,24%"
"22/04/2014","4.988","4.988","5.000","4.988","4,69M","0,00%"
"21/04/2014","4.988","5.012","5.012","4.988","4,16M","0,00%"
"17/04/2014","4.988","4.988","5.012","4.975","17,46M","0,00%"
"16/04/2014","4.988","4.988","5.012","4.988","12,95M","-0,74%"
"15/04/2014","5.025","5.000","5.050","4.988","8,95M","0,50%"
"14/04/2014","5.000","4.962","5.012","4.962","4,11M","0,77%"
"11/04/2014","4.962","4.925","5.000","4.900","10,56M","0,00%"
"10/04/2014","4.962","5.025","5.025","4.962","20,78M","-0,76%"
"08/04/2014","5.000","5.025","5.025","4.975","22,44M","-0,75%"
"07/04/2014","5.038","4.962","5.050","4.962","9,36M","0,76%"
"04/04/2014","5.000","5.000","5.025","4.988","7,99M","-0,50%"
"03/04/2014","5.025","5.000","5.038","4.975","8,37M","0,50%"
"02/04/2014","5.000","5.050","5.075","5.000","14,99M","-0,75%"
"01/04/2014","5.038","5.125","5.138","5.025","21,84M","-0,24%"
"28/03/2014","5.050","5.100","5.125","5.050","9,71M","-0,49%"
"27/03/2014","5.075","5.050","5.100","5.038","14,09M","1,00%"
"26/03/2014","5.025","5.012","5.062","5.012","16,22M","0,50%"
"25/03/2014","5.000","5.100","5.100","4.975","17,82M","-1,96%"
"24/03/2014","5.100","5.438","5.438","5.012","35,55M","-7,07%"
"21/03/2014","5.488","5.425","5.488","5.400","4,93M","1,63%"
"20/03/2014","5.400","5.412","5.412","5.300","8,43M","-0,22%"
"19/03/2014","5.412","5.488","5.488","5.412","6,13M","-0,24%"
"18/03/2014","5.425","5.588","5.588","5.425","10,68M","-2,69%"
"17/03/2014","5.575","5.625","5.650","5.475","12,15M","0,45%"
"14/03/2014","5.550","5.450","5.600","5.425","7,82M","0,69%"
"13/03/2014","5.512","5.500","5.562","5.488","6,98M","0,22%"
"12/03/2014","5.500","5.475","5.500","5.438","4,19M","0,00%"
"11/03/2014","5.500","5.488","5.500","5.412","4,52M","1,14%"
"10/03/2014","5.438","5.425","5.450","5.412","4,01M","-0,22%"
"07/03/2014","5.450","5.462","5.500","5.450","7,55M","-0,22%"
"06/03/2014","5.462","5.475","5.500","5.450","4,07M","-0,24%"
"05/03/2014","5.475","5.475","5.512","5.462","4,17M","0,24%"
"04/03/2014","5.462","5.550","5.550","5.412","10,12M","-1,80%"
"03/03/2014","5.562","5.512","5.638","5.512","7,13M","-0,47%"
"28/02/2014","5.588","5.500","5.600","5.500","5,78M","1,60%"
"27/02/2014","5.500","5.450","5.575","5.450","3,35M","0,92%"
"26/02/2014","5.450","5.350","5.612","5.350","5,65M","-3,11%"
"25/02/2014","5.625","5.625","5.675","5.600","9,49M","0,45%"
"24/02/2014","5.600","5.475","5.600","5.425","9,27M","2,75%"
"21/02/2014","5.450","5.400","5.475","5.400","9,91M","1,15%"
"20/02/2014","5.388","5.388","5.438","5.388","12,54M","-0,22%"
"19/02/2014","5.400","5.350","5.400","5.338","8,04M","0,93%"
"18/02/2014","5.350","5.438","5.438","5.325","9,19M","-0,93%"
"17/02/2014","5.400","5.475","5.488","5.375","11,32M","-0,70%"
"14/02/2014","5.438","5.475","5.475","5.425","3,88M","-0,44%"
"13/02/2014","5.462","5.500","5.500","5.425","4,75M","-0,24%"
"12/02/2014","5.475","5.550","5.550","5.462","4,55M","-0,90%"
"11/02/2014","5.525","5.475","5.550","5.462","6,15M","-0,45%"
"10/02/2014","5.550","5.575","5.600","5.500","4,05M","-0,45%"
"07/02/2014","5.575","5.550","5.575","5.488","6,83M","0,45%"
"06/02/2014","5.550","5.488","5.550","5.438","3,52M","1,13%"
"05/02/2014","5.488","5.388","5.488","5.375","2,96M","1,86%"
"04/02/2014","5.388","5.262","5.538","5.262","9,80M","0,48%"
"03/02/2014","5.362","5.225","5.438","5.225","7,80M","-2,51%"
"30/01/2014","5.500","5.500","5.525","5.412","6,93M","-1,79%"
"29/01/2014","5.600","5.425","5.600","5.400","5,67M","4,91%"
"28/01/2014","5.338","5.400","5.450","5.312","7,57M","-1,60%"
"27/01/2014","5.425","5.375","5.450","5.275","4,17M","-3,13%"
"24/01/2014","5.600","5.638","5.675","5.600","4,46M","-0,88%"
"23/01/2014","5.650","5.750","5.850","5.525","6,86M","-2,59%"
"22/01/2014","5.800","5.550","5.800","5.550","14,90M","4,50%"
"21/01/2014","5.550","5.538","5.550","5.512","3,23M","1,13%"
"20/01/2014","5.488","5.400","5.538","5.400","3,27M","0,48%"
"17/01/2014","5.462","5.338","5.500","5.325","3,40M","0,68%"
"16/01/2014","5.425","5.425","5.512","5.275","12,50M","0,93%"
"15/01/2014","5.375","5.075","5.388","5.050","13,77M","5,91%"
"13/01/2014","5.075","5.000","5.100","5.000","7,51M","1,50%"
"10/01/2014","5.000","4.975","5.038","4.950","4,43M","0,24%"
"09/01/2014","4.988","5.038","5.062","4.975","5,73M","-0,99%"
"08/01/2014","5.038","5.025","5.050","4.988","4,78M","-0,24%"
"07/01/2014","5.050","5.062","5.100","5.038","7,84M","-0,24%"
"06/01/2014","5.062","5.225","5.225","5.000","3,20M","-0,75%"
"03/01/2014","5.100","5.150","5.150","5.075","2,26M","-2,39%"
"02/01/2014","5.225","5.100","5.225","5.100","2,56M","2,45%"
"01/01/2014","5.100","5.125","5.150","5.025","2,12M","0,00%"
"30/12/2013","5.100","5.125","5.150","5.025","2,12M","0,49%"
"27/12/2013","5.075","5.050","5.100","5.050","933,00K","0,50%"
"24/12/2013","5.050","4.975","5.100","4.975","596,00K","-0,49%"
"23/12/2013","5.075","5.100","5.100","4.900","4,75M","1,00%"
"20/12/2013","5.025","5.075","5.100","5.025","4,29M","-1,47%"
"19/12/2013","5.100","5.100","5.125","5.050","4,19M","0,49%"
"18/12/2013","5.075","5.050","5.100","4.975","3,23M","1,00%"
"17/12/2013","5.025","5.000","5.075","4.950","4,38M","2,03%"
"16/12/2013","4.925","5.025","5.025","4.875","1,45M","-0,51%"
"13/12/2013","4.950","5.025","5.025","4.950","2,68M","-1,00%"
"12/12/2013","5.000","5.025","5.050","4.950","2,21M","-0,50%"
"11/12/2013","5.025","5.100","5.100","4.950","5,78M","-1,47%"
"10/12/2013","5.100","4.950","5.100","4.900","6,15M","4,08%"
"09/12/2013","4.900","4.925","4.950","4.775","8,20M","1,03%"
"06/12/2013","4.850","4.950","4.950","4.825","4,70M","-2,02%"
"05/12/2013","4.950","4.975","4.975","4.875","2,68M","0,00%"
"04/12/2013","4.950","5.100","5.100","4.950","2,47M","-2,94%"
"03/12/2013","5.100","5.100","5.100","5.000","1,80M","0,00%"
"02/12/2013","5.100","4.900","5.100","4.900","4,84M","2,00%"
"29/11/2013","5.000","4.950","5.000","4.875","6,64M","1,01%"
"28/11/2013","4.950","5.025","5.025","4.925","3,25M","-1,00%"
"27/11/2013","5.000","5.200","5.200","4.950","12,49M","-2,44%"
"26/11/2013","5.125","5.100","5.125","5.000","7,26M","-0,49%"
"25/11/2013","5.150","5.150","5.175","5.100","786,00K","0,00%"
"22/11/2013","5.150","5.125","5.150","5.075","1,60M","0,49%"
"21/11/2013","5.125","5.200","5.200","5.075","6,01M","-1,44%"
"20/11/2013","5.200","5.175","5.325","5.125","17,16M","2,46%"
"19/11/2013","5.075","5.175","5.200","5.000","10,18M","-1,93%"
"18/11/2013","5.175","5.100","5.200","5.075","6,96M","4,02%"
"15/11/2013","4.975","5.150","5.225","4.975","6,54M","-2,93%"
"14/11/2013","5.125","5.050","5.225","5.050","3,58M","2,50%"
"13/11/2013","5.000","5.150","5.150","4.950","10,36M","-2,91%"
"12/11/2013","5.150","5.325","5.350","5.050","6,15M","-3,29%"
"11/11/2013","5.325","5.375","5.425","5.300","5,81M","-2,29%"
"08/11/2013","5.450","5.400","5.500","5.400","3,11M","0,00%"
"07/11/2013","5.450","5.425","5.575","5.425","3,38M","0,46%"
"06/11/2013","5.425","5.425","5.450","5.350","4,69M","0,00%"
"04/11/2013","5.425","5.350","5.475","5.300","1,98M","0,46%"
"01/11/2013","5.400","5.500","5.650","5.400","7,47M","-3,57%"
"31/10/2013","5.600","5.500","5.600","5.400","10,07M","1,36%"
"30/10/2013","5.525","5.550","5.600","5.400","8,05M","-1,34%"
"29/10/2013","5.600","5.750","5.750","5.475","9,62M","-1,75%"
"28/10/2013","5.700","5.650","5.750","5.650","7,31M","1,79%"
"25/10/2013","5.600","5.550","5.700","5.550","4,70M","1,36%"
"24/10/2013","5.525","5.450","5.525","5.450","5,16M","0,91%"
"23/10/2013","5.475","5.600","5.600","5.475","5,64M","-0,45%"
"22/10/2013","5.500","5.625","5.625","5.475","3,31M","-1,35%"
"21/10/2013","5.575","5.475","5.600","5.475","8,19M","1,36%"
"18/10/2013","5.500","5.525","5.575","5.375","5,73M","-1,35%"
"17/10/2013","5.575","5.650","5.675","5.500","6,21M","-0,45%"
"16/10/2013","5.600","5.550","5.625","5.500","7,39M","0,90%"
"11/10/2013","5.550","5.525","5.575","5.475","7,31M","1,37%"
"10/10/2013","5.475","5.525","5.625","5.475","7,37M","-0,90%"
"09/10/2013","5.525","5.275","5.525","5.175","11,27M","4,25%"
"08/10/2013","5.300","5.225","5.350","5.175","6,72M","2,42%"
"07/10/2013","5.175","5.200","5.250","5.175","2,06M","0,00%"
"04/10/2013","5.175","5.350","5.425","5.150","4,09M","-4,17%"
"03/10/2013","5.400","5.350","5.450","5.350","2,41M","1,89%"
"02/10/2013","5.300","5.125","5.300","5.125","2,30M","1,44%"
"01/10/2013","5.225","5.100","5.325","5.100","2,33M","1,95%"
"30/09/2013","5.125","5.125","5.375","5.100","4,04M","-3,76%"
"27/09/2013","5.325","5.150","5.400","5.150","2,85M","4,41%"
"26/09/2013","5.100","5.025","5.350","5.025","4,22M","-0,49%"
"25/09/2013","5.125","5.100","5.425","5.025","4,59M","-5,53%"
"24/09/2013","5.425","5.375","5.525","5.250","3,74M","1,40%"
"23/09/2013","5.350","5.400","5.600","5.300","3,21M","-2,28%"
"20/09/2013","5.475","5.750","5.750","5.475","2,76M","-4,78%"
"19/09/2013","5.750","5.775","6.100","5.600","17,41M","2,68%"
"18/09/2013","5.600","5.625","5.700","5.450","4,28M","-1,75%"
"17/09/2013","5.700","5.600","5.700","5.525","6,63M","1,79%"
"16/09/2013","5.600","5.300","5.600","5.300","11,76M","6,67%"
"13/09/2013","5.250","4.975","5.300","4.925","17,09M","7,69%"
"12/09/2013","4.875","4.875","4.975","4.850","6,15M","-0,51%"
"11/09/2013","4.900","4.875","4.900","4.800","5,74M","1,03%"
"10/09/2013","4.850","4.850","4.925","4.750","10,65M","0,52%"
"09/09/2013","4.825","4.550","4.925","4.500","9,44M","7,22%"
"06/09/2013","4.500","4.450","4.525","4.450","3,82M","0,00%"
"05/09/2013","4.500","4.600","4.675","4.450","8,50M","-2,70%"
"04/09/2013","4.625","4.700","4.775","4.575","16,25M","-4,15%"
"03/09/2013","4.825","4.675","4.900","4.675","4,32M","2,66%"
"02/09/2013","4.700","5.000","5.000","4.700","6,73M","-6,00%"
"30/08/2013","5.000","5.075","5.150","4.950","11,31M","-0,99%"
"29/08/2013","5.050","4.650","5.200","4.650","14,56M","8,60%"
"28/08/2013","4.650","4.450","4.800","4.350","7,61M","1,09%"
"27/08/2013","4.600","4.750","4.925","4.550","20,74M","-7,07%"
"26/08/2013","4.950","5.100","5.100","4.925","1,97M","-1,00%"
"23/08/2013","5.000","4.950","5.100","4.875","6,14M","1,01%"
"22/08/2013","4.950","4.800","5.025","4.700","6,85M","0,00%"
"21/08/2013","4.950","4.850","5.100","4.725","4,71M","2,06%"
"20/08/2013","4.850","4.800","4.975","4.400","23,13M","-3,96%"
"19/08/2013","5.050","5.400","5.450","5.025","2,99M","-6,91%"
"16/08/2013","5.425","5.375","5.500","5.375","4,20M","-3,56%"
"15/08/2013","5.625","5.575","5.650","5.550","2,47M","0,45%"
"14/08/2013","5.600","5.550","5.625","5.525","1,94M","0,90%"
"13/08/2013","5.550","5.450","5.575","5.425","4,72M","1,83%"
"12/08/2013","5.450","5.575","5.825","5.400","6,11M","-5,63%"
"02/08/2013","5.775","5.800","5.800","5.675","2,25M","0,43%"
"01/08/2013","5.750","5.700","5.750","5.650","6,14M","2,68%"
"31/07/2013","5.600","5.750","5.925","5.550","9,05M","0,00%"
"30/07/2013","5.600","5.675","5.750","5.575","4,27M","0,45%"
"29/07/2013","5.575","5.675","5.675","5.550","2,41M","-1,33%"
"26/07/2013","5.650","5.625","5.650","5.525","2,23M","-0,44%"
"25/07/2013","5.675","5.725","5.725","5.450","8,37M","-0,87%"
"24/07/2013","5.725","5.725","5.800","5.625","5,94M","0,44%"
"23/07/2013","5.700","5.675","5.700","5.600","4,72M","2,70%"
"22/07/2013","5.550","5.625","5.700","5.550","3,83M","0,91%"
"19/07/2013","5.500","5.675","5.675","5.500","3,47M","-2,22%"
"18/07/2013","5.625","5.725","5.900","5.575","10,67M","0,00%"
"17/07/2013","5.625","5.650","5.800","5.550","9,96M","2,27%"
"16/07/2013","5.500","5.575","5.650","5.475","2,40M","-1,35%"
"15/07/2013","5.575","5.500","5.575","5.425","5,21M","1,36%"
"12/07/2013","5.500","5.600","5.650","5.475","7,88M","0,46%"
"11/07/2013","5.475","5.475","5.575","5.450","14,04M","1,39%"
"10/07/2013","5.400","5.375","5.500","5.325","7,83M","3,35%"
"09/07/2013","5.225","5.275","5.400","5.200","7,26M","0,48%"
"08/07/2013","5.200","5.550","5.550","5.175","4,55M","-6,31%"
"05/07/2013","5.550","5.600","5.600","5.475","2,70M","1,83%"
"04/07/2013","5.450","5.550","5.750","5.450","4,97M","-5,22%"
"03/07/2013","5.750","5.950","5.950","5.475","9,40M","-2,13%"
"02/07/2013","5.875","6.075","6.075","5.725","7,17M","-3,29%"
"01/07/2013","6.075","6.250","6.250","5.875","4,19M","-0,41%"
"28/06/2013","6.100","5.700","6.100","5.675","15,75M","7,49%"
"27/06/2013","5.675","5.750","5.750","5.575","8,09M","3,18%"
"26/06/2013","5.500","5.250","5.500","5.250","11,27M","6,28%"
"25/06/2013","5.175","5.325","5.375","4.925","10,09M","-3,72%"
"24/06/2013","5.375","5.325","5.375","5.150","4,18M","2,38%"
"21/06/2013","5.250","5.350","5.750","5.100","16,36M","-2,33%"
"20/06/2013","5.375","5.425","5.425","5.325","6,84M","-2,27%"
"19/06/2013","5.500","5.500","5.550","5.400","7,34M","1,38%"
"18/06/2013","5.425","5.400","5.500","5.375","7,14M","0,46%"
"17/06/2013","5.400","5.375","5.400","5.350","5,10M","0,00%"
"14/06/2013","5.400","5.550","6.025","5.325","17,31M","0,93%"
"13/06/2013","5.350","5.400","5.550","5.300","6,53M","-1,83%"
"12/06/2013","5.450","5.575","5.575","5.350","12,07M","-1,80%"
"11/06/2013","5.550","5.925","5.950","5.300","10,60M","-2,63%"
"10/06/2013","5.700","6.000","6.050","5.525","7,43M","-4,20%"
"07/06/2013","5.950","6.350","6.350","5.950","11,24M","-6,30%"
"05/06/2013","6.350","6.500","6.500","6.225","8,15M","-1,55%"
"04/06/2013","6.450","6.325","6.450","6.175","14,44M","2,38%"
"03/06/2013","6.300","6.500","6.500","6.150","22,82M","-3,82%"
"31/05/2013","6.550","6.375","6.700","6.300","112,05M","2,75%"
"30/05/2013","6.375","6.325","6.375","6.175","13,67M","0,79%"
"29/05/2013","6.325","6.350","6.350","6.150","21,23M","-0,39%"
"28/05/2013","6.350","6.275","6.350","6.150","7,73M","1,20%"
"27/05/2013","6.275","6.175","6.300","6.150","7,04M","-0,40%"
"24/05/2013","6.300","6.300","6.350","6.250","5,00M","1,61%"
"23/05/2013","6.200","6.225","6.350","5.950","8,47M","-1,20%"
