"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"22/05/2013","6.275","6.250","6.450","6.250","13,65M","0,40%"
"21/05/2013","6.250","6.375","6.375","6.250","10,85M","-1,96%"
"20/05/2013","6.375","6.375","6.400","6.250","9,85M","0,39%"
"17/05/2013","6.350","6.250","6.475","6.225","12,85M","2,42%"
"16/05/2013","6.200","6.000","6.350","5.950","31,96M","3,33%"
"15/05/2013","6.000","5.900","6.025","5.900","8,10M","0,84%"
"14/05/2013","5.950","6.000","6.025","5.925","9,06M","1,28%"
"13/05/2013","5.875","5.850","6.075","5.850","13,19M","0,43%"
"10/05/2013","5.850","6.100","6.100","5.850","9,75M","-2,09%"
"08/05/2013","5.975","6.200","6.200","5.925","8,01M","-1,65%"
"07/05/2013","6.075","6.050","6.225","6.000","9,50M","1,25%"
"06/05/2013","6.000","5.950","6.125","5.900","7,24M","0,00%"
"03/05/2013","6.000","6.200","6.200","5.800","9,13M","-0,83%"
"02/05/2013","6.050","6.025","6.150","5.875","11,24M","2,11%"
"01/05/2013","5.925","5.750","5.975","5.750","4,57M","3,49%"
"30/04/2013","5.725","5.550","5.750","5.550","7,74M","1,33%"
"29/04/2013","5.650","5.400","5.650","5.400","8,00M","-0,88%"
"26/04/2013","5.700","5.750","5.825","5.675","10,25M","-2,15%"
"25/04/2013","5.825","5.600","5.850","5.525","7,02M","3,56%"
"24/04/2013","5.625","5.425","5.625","5.375","8,83M","3,21%"
"23/04/2013","5.450","5.350","5.450","5.275","8,65M","2,83%"
"22/04/2013","5.300","5.300","5.375","5.275","8,73M","-0,47%"
"19/04/2013","5.325","5.300","5.375","5.250","8,71M","0,95%"
"18/04/2013","5.275","5.150","5.300","5.125","12,23M","2,93%"
"17/04/2013","5.125","5.100","5.125","5.050","5,72M","0,99%"
"16/04/2013","5.075","5.100","5.100","5.000","3,13M","0,50%"
"15/04/2013","5.050","5.000","5.100","5.000","7,61M","-0,98%"
"12/04/2013","5.100","5.100","5.100","5.000","7,48M","1,49%"
"11/04/2013","5.025","5.125","5.125","5.000","4,55M","-1,95%"
"10/04/2013","5.125","5.000","5.225","4.975","8,00M","1,99%"
"09/04/2013","5.025","5.100","5.150","5.000","4,51M","-1,47%"
"08/04/2013","5.100","5.200","5.300","4.975","11,93M","-1,92%"
"05/04/2013","5.200","5.125","5.300","5.100","9,98M","4,00%"
"04/04/2013","5.000","5.200","5.300","5.000","15,26M","-5,66%"
"03/04/2013","5.300","4.950","5.375","4.875","20,42M","8,16%"
"02/04/2013","4.900","4.900","4.975","4.750","5,68M","-1,01%"
"01/04/2013","4.950","4.850","4.950","4.825","9,86M","3,13%"
"28/03/2013","4.800","4.700","4.825","4.700","6,75M","1,05%"
"27/03/2013","4.750","4.600","4.950","4.575","18,56M","3,83%"
"26/03/2013","4.575","4.550","4.600","4.450","7,93M","1,10%"
"25/03/2013","4.525","4.325","4.525","4.275","9,10M","7,74%"
"22/03/2013","4.200","4.425","4.575","4.200","22,25M","-5,08%"
"21/03/2013","4.425","4.400","4.500","4.375","17,82M","1,14%"
"20/03/2013","4.375","4.500","4.525","4.350","18,48M","-3,31%"
"19/03/2013","4.525","4.550","4.550","4.475","9,90M","0,00%"
"18/03/2013","4.525","4.600","4.600","4.475","7,62M","-2,16%"
"15/03/2013","4.625","4.550","4.625","4.475","13,54M","2,78%"
"14/03/2013","4.500","4.475","4.550","4.450","7,57M","0,56%"
"13/03/2013","4.475","4.550","4.575","4.475","8,33M","0,00%"
"11/03/2013","4.475","4.625","4.625","4.450","4,24M","-3,24%"
"08/03/2013","4.625","4.575","4.625","4.375","2,84M","1,65%"
"07/03/2013","4.550","4.575","4.650","4.475","5,43M","1,68%"
"06/03/2013","4.475","4.300","4.525","4.300","12,65M","3,47%"
"05/03/2013","4.325","4.150","4.350","4.150","12,18M","4,85%"
"04/03/2013","4.125","4.300","4.300","4.100","11,08M","-3,51%"
"01/03/2013","4.275","4.300","4.425","4.275","10,03M","0,59%"
"28/02/2013","4.250","4.275","4.325","4.250","5,67M","-0,58%"
"27/02/2013","4.275","4.200","4.325","4.200","12,65M","1,79%"
"26/02/2013","4.200","4.175","4.300","4.150","9,55M","1,20%"
"25/02/2013","4.150","4.075","4.200","4.050","19,15M","2,47%"
"22/02/2013","4.050","4.050","4.050","4.025","4,99M","1,25%"
"21/02/2013","4.000","3.975","4.025","3.975","7,55M","0,00%"
"20/02/2013","4.000","4.000","4.050","3.975","9,83M","0,00%"
"19/02/2013","4.000","4.000","4.025","3.975","6,77M","0,00%"
"18/02/2013","4.000","3.975","4.050","3.975","7,45M","0,00%"
"15/02/2013","4.000","4.000","4.050","3.975","2,35M","0,00%"
"14/02/2013","4.000","4.025","4.025","3.950","9,91M","0,00%"
"13/02/2013","4.000","4.000","4.075","4.000","6,44M","0,00%"
"12/02/2013","4.000","3.975","4.050","3.975","7,28M","0,63%"
"11/02/2013","3.975","4.050","4.075","3.975","2,91M","-0,63%"
"08/02/2013","4.000","4.050","4.050","4.000","2,65M","-0,62%"
"07/02/2013","4.025","4.075","4.075","4.000","4,38M","0,00%"
"06/02/2013","4.025","4.075","4.075","4.025","4,30M","-0,62%"
"05/02/2013","4.050","3.975","4.075","3.975","4,08M","0,00%"
"04/02/2013","4.050","4.000","4.050","3.975","5,54M","0,00%"
"01/02/2013","4.050","4.050","4.050","3.975","6,67M","1,25%"
"31/01/2013","4.000","3.950","4.025","3.950","5,65M","0,00%"
"30/01/2013","4.000","4.025","4.075","3.975","7,15M","-0,62%"
"29/01/2013","4.025","4.075","4.075","4.025","8,33M","0,00%"
"28/01/2013","4.025","4.050","4.075","4.000","8,31M","-0,62%"
"25/01/2013","4.050","3.975","4.075","3.975","7,34M","0,62%"
"23/01/2013","4.025","4.025","4.025","3.975","5,18M","1,26%"
"22/01/2013","3.975","3.950","4.000","3.925","6,59M","0,63%"
"21/01/2013","3.950","3.950","3.975","3.925","3,92M","-0,63%"
"18/01/2013","3.975","3.975","3.975","3.925","5,49M","0,00%"
"17/01/2013","3.975","3.975","3.975","3.925","5,13M","0,63%"
"16/01/2013","3.950","3.950","4.000","3.925","2,31M","-1,25%"
"15/01/2013","4.000","3.975","4.000","3.925","3,38M","0,63%"
"14/01/2013","3.975","3.875","3.975","3.875","1,03M","2,58%"
"11/01/2013","3.875","3.925","3.950","3.800","5,26M","0,00%"
"10/01/2013","3.875","3.950","3.975","3.875","4,05M","-1,90%"
"09/01/2013","3.950","4.050","4.050","3.950","3,65M","-2,47%"
"08/01/2013","4.050","3.975","4.075","3.975","5,07M","1,89%"
"07/01/2013","3.975","4.050","4.050","3.975","7,74M","-0,63%"
"04/01/2013","4.000","4.000","4.000","3.950","3,37M","0,00%"
"03/01/2013","4.000","4.025","4.350","4.000","8,79M","0,00%"
"02/01/2013","4.000","3.900","4.000","3.900","3,54M","2,56%"
